CACZAD010000010.1_cluster_1	GCF0000001
BGC0000086	GCF0017781
LWRP01000007.1_cluster_1	GCF0017782
LAJC01000066.1_cluster_1	GCF0017783
AIIJ01000525.1_cluster_1	GCF0017784
LJCV01000042.1_cluster_1	GCF0017785
JADLRJ010000011.1_cluster_1	GCF0017786
JAHKNI010000033.1_cluster_1	GCF0017787
JAGMUI010000001.1_cluster_1	GCF0017788
LWRP01000156.1_cluster_1	GCF0017789
JAEQAZ010000118.1_cluster_1	GCF0017790
RFFH01000001.1_cluster_1	GCF0017791
JADBEA010000001.1_cluster_9	GCF0017792
VDLY02000024.1_cluster_2	GCF0017793
CAIXIJ010000039.1_cluster_1	GCF0017794
LFNT01000146.1_cluster_1	GCF0017795
JADJXA010000002.1_cluster_1	GCF0017796
LBNW01000105.1_cluster_1	GCF0017797
BMWJ01000023.1_cluster_1	GCF0017798
BMUZ01000030.1_cluster_1	GCF0017799
JOJM01000156.1_cluster_1	GCF0017800
NSJV01000319.1_cluster_1	GCF0017801
CP048050.1_cluster_1	GCF0017802
ANBA01000021.1_cluster_1	GCF0017803
RBKY01000001.1_cluster_14	GCF0017804
SSBM01000001.1_cluster_12	GCF0017805
JYJI01000317.1_cluster_1	GCF0017806
CP030073.1_cluster_28	GCF0017807
JODE01000019.1_cluster_1	GCF0017808
QLYX01000011.1_cluster_2	GCF0017809
SMKP01000193.1_cluster_1	GCF0017810
LGDP01000179.1_cluster_1	GCF0017811
AUAX01000007.1_cluster_4	GCF0017812
BMTW01000032.1_cluster_1	GCF0017813
NTGR01000092.1_cluster_1	GCF0017814
FMCP01000222.1_cluster_1	GCF0017815
MWJO01000001.1_cluster_1	GCF0017816
QFRX01000001.1_cluster_1	GCF0017817
KQ948863.1_cluster_4	GCF0017818
WWGX01000104.1_cluster_1	GCF0017819
FONR01000040.1_cluster_1	GCF0017820
BMVN01000091.1_cluster_1	GCF0017821
LJCX01000032.1_cluster_2	GCF0017822
BMVA01000029.1_cluster_1	GCF0017823
PCGU01000003.1_cluster_2	GCF0017824
LT907982.1_cluster_5	GCF0017825
WHTQ01000012.1_cluster_1	GCF0017826
MSJP01000015.1_cluster_2	GCF0017827
JAFFZS010000006.1_cluster_2	GCF0017828
LOHS01000067.1_cluster_1	GCF0017829
WBOF01000002.1_cluster_3	GCF0017830
CP041604.2_cluster_63	GCF0017831
FMBW01000039.1_cluster_1	GCF0017832
JACEGJ010000008.1_cluster_1	GCF0017833
JAAAHS010000019.1_cluster_1	GCF0017834
JOIS01000048.1_cluster_1	GCF0017835
WWII01001514.1_cluster_1	GCF0017836
CP081496.1_cluster_9	GCF0017837
BMPI01000029.1_cluster_1	GCF0017838
JAAATY010000027.1_cluster_1	GCF0017839
KB913032.1_cluster_23	GCF0017840
SMKA01000002.1_cluster_3	GCF0017841
CP029078.1_cluster_45	GCF0017842
FMCI01000256.1_cluster_1	GCF0017843
MTBP01000002.1_cluster_10	GCF0017844
CP010849.1_cluster_13	GCF0017845
CP045740.1_cluster_12	GCF0017846
JAGGOU010000089.1_cluster_2	GCF0017847
PGGW01000067.1_cluster_1	GCF0017848
BNAW01000013.1_cluster_1	GCF0017849
FWXV01000008.1_cluster_9	GCF0017850
VSEX01000099.1_cluster_1	GCF0017851
JOIS01000074.1_cluster_1	GCF0017852
MBLM01000110.1_cluster_2	GCF0017853
JAGINW010000001.1_cluster_47	GCF0017854
CP007155.1_cluster_52	GCF0017855
RBXR01000001.1_cluster_27	GCF0017856
JAGINV010000001.1_cluster_17	GCF0017857
CP006259.1_cluster_2	GCF0017858
JAGEOJ010000010.1_cluster_1	GCF0017859
BOOS01000064.1_cluster_1	GCF0017860
CP049780.1_cluster_2	GCF0017861
JAHKRN010000093.1_cluster_1	GCF0017862
JOIQ01000027.1_cluster_1	GCF0017863
JTHL01000001.1_cluster_45	GCF0017864
MRYD01000046.1_cluster_1	GCF0017865
JADWOR010000001.1_cluster_57	GCF0017866
WPBY01000032.1_cluster_2	GCF0017867
CP013743.1_cluster_5	GCF0017868
JAGGOL010000027.1_cluster_1	GCF0017869
BNBN01000006.1_cluster_2	GCF0017870
LGED01000220.1_cluster_2	GCF0017871
ML123034.1_cluster_10	GCF0017872
VDLY02000018.1_cluster_1	GCF0017873
FNVB01000007.1_cluster_1	GCF0017874
CP023695.1_cluster_26	GCF0017875
JACHMG010000001.1_cluster_1	GCF0017876
WBMT01000012.1_cluster_1	GCF0017877
CP064192.1_cluster_28	GCF0017878
JADBEA010000001.1_cluster_23	GCF0017879
BGC0002142	GCF0017880
JAGFWR010000015.1_cluster_2	GCF0017881
JACHNB010000001.1_cluster_7	GCF0017882
AP023359.1_cluster_28	GCF0017883
AP023356.1_cluster_5	GCF0017884
SMKT01000104.1_cluster_1	GCF0017885
BMVY01000019.1_cluster_1	GCF0017886
KZ679071.1_cluster_1	GCF0017887
CP006996.1_cluster_11	GCF0017888
KQ948988.1_cluster_6	GCF0017889
WWIJ01000127.1_cluster_1	GCF0017890
JAEIOJ010000009.1_cluster_5	GCF0017891
BOMY01000002.1_cluster_1	GCF0017892
JACQDL010000035.1_cluster_2	GCF0017893
CP058322.1_cluster_30	GCF0017894
JAFMPL010000002.1_cluster_1	GCF0017895
WING01000001.1_cluster_23	GCF0017896
AP023396.1_cluster_14	GCF0017897
FOZX01000003.1_cluster_1	GCF0017898
VIWX01000004.1_cluster_1	GCF0017899
SMKV01000019.1_cluster_1	GCF0017900
FMDF01000124.1_cluster_1	GCF0017901
QNTW01000077.1_cluster_1	GCF0017902
CADCTP010000255.1_cluster_1	GCF0017903
JACHJW010000001.1_cluster_6	GCF0017904
RJKM01000001.1_cluster_39	GCF0017905
FMCU01000018.1_cluster_1	GCF0017906
JAGPXV010000423.1_cluster_1	GCF0017907
JADLRV010000018.1_cluster_1	GCF0017908
CP046172.1_cluster_28	GCF0017909
AP023359.1_cluster_30	GCF0017910
JACHJW010000001.1_cluster_7	GCF0017911
BIFH01000013.1_cluster_2	GCF0017912
FMBW01000095.1_cluster_1	GCF0017913
LIRL01001100.1_cluster_1	GCF0017914
VFML01000001.1_cluster_11	GCF0017915
NACY01000086.1_cluster_1	GCF0017916
BGC0000288	GCF0017917
JACUZI010000001.1_cluster_4	GCF0017918
BDAU01000011.1_cluster_1	GCF0017919
JAADZU010000005.1_cluster_1	GCF0017920
JAAVWN010000024.1_cluster_1	GCF0017921
JAAXON010000018.1_cluster_1	GCF0017922
CP073318.1_cluster_15	GCF0017923
JADOUB010000001.1_cluster_3	GCF0017924
JAEVHL010000004.1_cluster_1	GCF0017925
SMJX01000014.1_cluster_1	GCF0017926
BMMS01000051.1_cluster_1	GCF0017927
RBXO01000001.1_cluster_8	GCF0017928
ARVW01000001.1_cluster_37	GCF0017929
JABBHD010000007.1_cluster_2	GCF0017930
CP016174.1_cluster_14	GCF0017931
CP073249.1_cluster_7	GCF0017932
JNYY01000023.1_cluster_1	GCF0017933
JACHIW010000002.1_cluster_8	GCF0017934
JADBID010000001.1_cluster_24	GCF0017935
MOWP01000023.1_cluster_1	GCF0017936
CP012670.1_cluster_26	GCF0017937
JADOUA010000001.1_cluster_2	GCF0017938
JOHO01000024.1_cluster_1	GCF0017939
RBAM01000010.1_cluster_1	GCF0017940
MTQO01000051.1_cluster_4	GCF0017941
PXWG01000237.1_cluster_1	GCF0017942
WOFH01000007.1_cluster_1	GCF0017943
AP022871.1_cluster_1	GCF0017944
CAACVB010000418.1_cluster_1	GCF0017945
MQMK01000150.1_cluster_1	GCF0017946
FMCT01000021.1_cluster_1	GCF0017947
FMDN01000036.1_cluster_1	GCF0017948
NAPR01000009.1_cluster_1	GCF0017949
LAVK01000026.1_cluster_1	GCF0017950
CP028158.1_cluster_29	GCF0017951
CP012186.1_cluster_1	GCF0017952
VCEK01000004.1_cluster_2	GCF0017953
CP025990.1_cluster_32	GCF0017954
JODV01000034.1_cluster_1	GCF0017955
JAHSTA010000003.1_cluster_4	GCF0017956
KB913030.1_cluster_17	GCF0017957
ML769307.1_cluster_1	GCF0017958
QHKL01000001.1_cluster_3	GCF0017959
BNCB01000033.1_cluster_1	GCF0017960
RJJY01000001.1_cluster_15	GCF0017961
CP017248.1_cluster_33	GCF0017962
VWPH01000004.1_cluster_4	GCF0017963
LT629775.1_cluster_53	GCF0017964
MAXA01000265.1_cluster_1	GCF0017965
SUMC01000072.1_cluster_1	GCF0017966
FNBE01000022.1_cluster_1	GCF0017967
SPBA01000121.1_cluster_1	GCF0017968
ML123056.1_cluster_3	GCF0017969
BMUH01000016.1_cluster_1	GCF0017970
VOBR01000028.1_cluster_1	GCF0017971
SUMC01000060.1_cluster_1	GCF0017972
JAGPXN010000027.1_cluster_1	GCF0017973
KK037233.1_cluster_20	GCF0017974
CP049838.1_cluster_11	GCF0017975
JACHND010000001.1_cluster_19	GCF0017976
SGWQ01000013.1_cluster_1	GCF0017977
JAAALO010000012.1_cluster_2	GCF0017978
BMTC01000019.1_cluster_1	GCF0017979
KQ949075.1_cluster_1	GCF0017980
LIVZ01000002.1_cluster_5	GCF0017981
QEST01000182.1_cluster_1	GCF0017982
KB891126.1_cluster_1	GCF0017983
WBMS02000018.1_cluster_1	GCF0017984
JAGGOO010000036.1_cluster_1	GCF0017985
FRBI01000015.1_cluster_1	GCF0017986
QTTT01000001.1_cluster_1	GCF0017987
KB894097.1_cluster_1	GCF0017988
AM420293.1_cluster_12	GCF0017989
JNYY01000005.1_cluster_1	GCF0017990
CP011799.1_cluster_55	GCF0017991
LN997842.1_cluster_1	GCF0017992
JAATOJ010000001.1_cluster_8	GCF0017993
AULB01000026.1_cluster_1	GCF0017994
JACHJV010000001.1_cluster_42	GCF0017995
BNEB01000005.1_cluster_4	GCF0017996
BGC0000106	GCF0017997
KB912983.1_cluster_1	GCF0017998
CP041168.1_cluster_23	GCF0017999
BGC0001666	GCF0018000
MUMF01000200.1_cluster_1	GCF0018001
CP022545.1_cluster_50	GCF0018002
AIIJ01000522.1_cluster_1	GCF0018003
JAAALO010000009.1_cluster_1	GCF0018004
QGTA01000221.1_cluster_1	GCF0018005
JNZR01000055.1_cluster_1	GCF0018006
MQMK01000507.1_cluster_1	GCF0018007
FMHX01000003.1_cluster_10	GCF0018008
FMHW01000002.1_cluster_20	GCF0018009
FMCW01000044.1_cluster_1	GCF0018010
QGSX01001015.1_cluster_1	GCF0018011
CP071839.1_cluster_8	GCF0018012
JAATOJ010000003.1_cluster_3	GCF0018013
WPNZ01000004.1_cluster_1	GCF0018014
VDGT01000002.1_cluster_2	GCF0018015
RHGC01000003.1_cluster_1	GCF0018016
CP028369.1_cluster_19	GCF0018017
JNYE01000070.1_cluster_1	GCF0018018
LYDT01000131.1_cluster_1	GCF0018019
VWSX01000001.1_cluster_14	GCF0018020
JAGGLR010000003.1_cluster_1	GCF0018021
BBZI01000006.1_cluster_3	GCF0018022
CP051486.1_cluster_17	GCF0018023
RKRC01000005.1_cluster_1	GCF0018024
CP022685.1_cluster_60	GCF0018025
BNBI01000007.1_cluster_4	GCF0018026
JAAWWP010000029.1_cluster_1	GCF0018027
AUBB01000020.1_cluster_3	GCF0018028
AP018365.1_cluster_40	GCF0018029
JH636049.1_cluster_4	GCF0018030
BGC0002454	GCF0018031
FZNP01000004.1_cluster_2	GCF0018032
CP058693.1_cluster_60	GCF0018033
CP048405.1_cluster_27	GCF0018034
CP002047.1_cluster_16	GCF0018035
CP019572.1_cluster_19	GCF0018036
JACHMH010000001.1_cluster_14	GCF0018037
JAAKZZ010000154.1_cluster_1	GCF0018038
JAAAYH010000112.1_cluster_1	GCF0018039
JAGMTV010000004.1_cluster_4	GCF0018040
PJNB01000001.1_cluster_9	GCF0018041
JNZH01000014.1_cluster_6	GCF0018042
JODY01000070.1_cluster_1	GCF0018043
JQNR01000005.1_cluster_6	GCF0018044
CP019461.1_cluster_1	GCF0018045
CAACVB010000221.1_cluster_1	GCF0018046
KL570503.1_cluster_1	GCF0018047
BGC0002500	GCF0018048
CP017248.1_cluster_9	GCF0018049
JAGMUJ010000108.1_cluster_1	GCF0018050
WBOF01000001.1_cluster_15	GCF0018051
RDBP01000016.1_cluster_2	GCF0018052
CP031142.1_cluster_21	GCF0018053
JAINVZ010000005.1_cluster_5	GCF0018054
RQJC01000009.1_cluster_1	GCF0018055
BJHW01000001.1_cluster_12	GCF0018056
JAALLH010000002.1_cluster_9	GCF0018057
CP044407.1_cluster_30	GCF0018058
BGC0001012	GCF0018059
KB913037.1_cluster_2	GCF0018060
AGBF01000003.1_cluster_1	GCF0018061
BGC0000079	GCF0018062
JAAIKT010000058.1_cluster_1	GCF0018063
JAGMUD010000102.1_cluster_2	GCF0018064
JACHNG010000001.1_cluster_10	GCF0018065
BLPF01000002.1_cluster_1	GCF0018066
BGC0001042	GCF0018067
MUMF01000122.1_cluster_1	GCF0018068
BLAE01000020.1_cluster_1	GCF0018069
BLPF01000004.1_cluster_2	GCF0018070
SLXQ01000018.1_cluster_1	GCF0018071
JAHXBH010000001.1_cluster_2	GCF0018072
CP051206.1_cluster_10	GCF0018073
JACJRJ010000008.1_cluster_2	GCF0018074
MAXF01000003.1_cluster_1	GCF0018075
CAACUY010000017.1_cluster_1	GCF0018076
JOHY01000083.1_cluster_1	GCF0018077
JAFFZM010000007.1_cluster_3	GCF0018078
JADG01000003.1_cluster_4	GCF0018079
AZWL01000058.1_cluster_1	GCF0018080
BGC0000164	GCF0018081
WSRO01000002.1_cluster_10	GCF0018082
AZWL01000070.1_cluster_1	GCF0018083
RIBZ01000083.1_cluster_1	GCF0018084
LAKD02000096.1_cluster_1	GCF0018085
CAACVB010000237.1_cluster_1	GCF0018086
SUMB01000001.1_cluster_6	GCF0018087
JNYJ01000068.1_cluster_1	GCF0018088
FZNR01000002.1_cluster_1	GCF0018089
QUNO01000029.1_cluster_1	GCF0018090
FNON01000001.1_cluster_8	GCF0018091
LIQU01000408.1_cluster_1	GCF0018092
JAAKZZ010000540.1_cluster_1	GCF0018093
QGGZ01000020.1_cluster_2	GCF0018094
CP010849.1_cluster_33	GCF0018095
NTGE01000091.1_cluster_1	GCF0018096
WYCT01000215.1_cluster_1	GCF0018097
JQMO01000003.1_cluster_7	GCF0018098
LT827010.1_cluster_17	GCF0018099
WVUI01000304.1_cluster_1	GCF0018100
BBNO01000008.1_cluster_2	GCF0018101
SUMB01000004.1_cluster_10	GCF0018102
JAFCNB010000015.1_cluster_1	GCF0018103
CP029711.1_cluster_17	GCF0018104
FZOD01000024.1_cluster_2	GCF0018105
LT629758.1_cluster_11	GCF0018106
SMLC01000023.1_cluster_1	GCF0018107
SMKK01000004.1_cluster_1	GCF0018108
UGQT01000001.1_cluster_2	GCF0018109
CP029254.1_cluster_35	GCF0018110
BMQQ01000007.1_cluster_2	GCF0018111
BBPO01000064.1_cluster_1	GCF0018112
BBPP01000059.1_cluster_1	GCF0018113
KL589892.1_cluster_1	GCF0018114
NEUB01000986.1_cluster_1	GCF0018115
JACYXC010000001.1_cluster_6	GCF0018116
BLAE01000127.1_cluster_1	GCF0018117
JAEKLW010000085.1_cluster_1	GCF0018118
JAAKZZ010000053.1_cluster_1	GCF0018119
WJIC01000028.1_cluster_1	GCF0018120
NSJV01000478.1_cluster_1	GCF0018121
JAENJH010000004.1_cluster_1	GCF0018122
KQ949035.1_cluster_3	GCF0018123
BMMS01000035.1_cluster_1	GCF0018124
LIQQ01000164.1_cluster_1	GCF0018125
CP022161.1_cluster_56	GCF0018126
MLYO01000127.1_cluster_1	GCF0018127
JAFRFW010000315.1_cluster_1	GCF0018128
NKYE01000003.1_cluster_1	GCF0018129
ANAY01000006.1_cluster_4	GCF0018130
JAHCDI010000003.1_cluster_2	GCF0018131
BOOT01000006.1_cluster_1	GCF0018132
QURC01000001.1_cluster_13	GCF0018133
CP006850.1_cluster_21	GCF0018134
JAFB01000042.1_cluster_1	GCF0018135
BNBD01000002.1_cluster_5	GCF0018136
KL647134.1_cluster_2	GCF0018137
LN929897.1_cluster_1	GCF0018138
JAAGMK010000126.1_cluster_1	GCF0018139
WWJH01000001.1_cluster_13	GCF0018140
AM420293.1_cluster_23	GCF0018141
BIFH01000032.1_cluster_1	GCF0018142
VCLA01000076.1_cluster_1	GCF0018143
JNYE01000160.1_cluster_1	GCF0018144
JACHGN010000004.1_cluster_1	GCF0018145
BOOU01000024.1_cluster_1	GCF0018146
JACHMP010000001.1_cluster_24	GCF0018147
BOPG01000113.1_cluster_1	GCF0018148
HF571038.1_cluster_1	GCF0018149
QUNO01000014.1_cluster_2	GCF0018150
JODV01000024.1_cluster_1	GCF0018151
BONS01000037.1_cluster_1	GCF0018152
AOPZ01000309.1_cluster_1	GCF0018153
KL574941.1_cluster_1	GCF0018154
BGC0002541	GCF0018155
CP031320.1_cluster_39	GCF0018156
VCHX02000047.1_cluster_2	GCF0018157
BMNG01000002.1_cluster_7	GCF0018158
CP030771.1_cluster_41	GCF0018159
CP058693.1_cluster_2	GCF0018160
RIBZ01000071.1_cluster_1	GCF0018161
JAEKOZ010000057.1_cluster_1	GCF0018162
JOJM01000044.1_cluster_1	GCF0018163
FOFF01000061.1_cluster_1	GCF0018164
BDFA01000015.1_cluster_1	GCF0018165
MECJ01000005.1_cluster_2	GCF0018166
BNED01000005.1_cluster_28	GCF0018167
JAFEXF010000163.1_cluster_1	GCF0018168
KQ948235.1_cluster_1	GCF0018169
LAKD02000084.1_cluster_1	GCF0018170
JAAATY010000013.1_cluster_3	GCF0018171
LGKG01000183.1_cluster_1	GCF0018172
JACHIR010000001.1_cluster_19	GCF0018173
BBPO01000115.1_cluster_1	GCF0018174
BBPP01000058.1_cluster_1	GCF0018175
BMVF01000032.1_cluster_1	GCF0018176
BGC0002355	GCF0018177
BMVJ01000042.1_cluster_1	GCF0018178
PVTF01000016.1_cluster_1	GCF0018179
FLSP01000028.1_cluster_1	GCF0018180
KB893753.1_cluster_1	GCF0018181
BLIP01000003.1_cluster_10	GCF0018182
LJCV01000264.1_cluster_1	GCF0018183
BNAT01000033.1_cluster_1	GCF0018184
LIQQ01000138.1_cluster_1	GCF0018185
SZPR01000008.1_cluster_9	GCF0018186
JACDFR010000010.1_cluster_1	GCF0018187
JACJID010000001.1_cluster_6	GCF0018188
CP073318.1_cluster_6	GCF0018189
JOJJ01000009.1_cluster_3	GCF0018190
FLSP01000034.1_cluster_1	GCF0018191
LIRI01000102.1_cluster_1	GCF0018192
SOBN01000002.1_cluster_3	GCF0018193
FMCW01000013.1_cluster_1	GCF0018194
AP023359.1_cluster_13	GCF0018195
JAETXL010000001.1_cluster_1	GCF0018196
JAIOAC010000014.1_cluster_2	GCF0018197
BMUZ01000016.1_cluster_1	GCF0018198
JAFDML010000116.1_cluster_1	GCF0018199
CP010519.1_cluster_8	GCF0018200
BMWH01000044.1_cluster_1	GCF0018201
VCHX02000045.1_cluster_1	GCF0018202
WWJR01000039.1_cluster_1	GCF0018203
KI547057.1_cluster_1	GCF0018204
PCGU01000124.1_cluster_1	GCF0018205
BAGN01000410.1_cluster_1	GCF0018206
LIQS01000197.1_cluster_1	GCF0018207
FQVN01000007.1_cluster_1	GCF0018208
JAAATY010000046.1_cluster_1	GCF0018209
JAGMYM010000177.1_cluster_1	GCF0018210
CP022521.1_cluster_14	GCF0018211
JOFU01000133.1_cluster_1	GCF0018212
PHNC01000029.1_cluster_2	GCF0018213
FOFF01000017.1_cluster_1	GCF0018214
JAHWKU010000011.1_cluster_1	GCF0018215
VCNB01000001.1_cluster_28	GCF0018216
JQLN01000004.1_cluster_6	GCF0018217
BGC0001662	GCF0018218
CP018627.1_cluster_13	GCF0018219
KK106989.1_cluster_4	GCF0018220
AP018365.1_cluster_32	GCF0018221
BMVG01000047.1_cluster_1	GCF0018222
JAEIMH010000063.1_cluster_1	GCF0018223
NPKF01000002.1_cluster_5	GCF0018224
LIXJ01000017.1_cluster_1	GCF0018225
WWJU01000775.1_cluster_1	GCF0018226
JAENSG010000220.1_cluster_1	GCF0018227
JACBWZ010000382.1_cluster_1	GCF0018228
NPFZ01000005.1_cluster_1	GCF0018229
JACJDL010000001.1_cluster_38	GCF0018230
BNCC01000003.1_cluster_9	GCF0018231
CP024985.1_cluster_18	GCF0018232
CP029189.1_cluster_10	GCF0018233
MECJ01000024.1_cluster_1	GCF0018234
CP029823.1_cluster_43	GCF0018235
CABVGP010000002.1_cluster_6	GCF0018236
JACHMZ010000001.1_cluster_23	GCF0018237
BNBD01000007.1_cluster_1	GCF0018238
CP050975.1_cluster_2	GCF0018239
JAATEJ010000008.1_cluster_2	GCF0018240
LFXA01000012.1_cluster_2	GCF0018241
MTQO01000042.1_cluster_1	GCF0018242
JACHMG010000001.1_cluster_23	GCF0018243
AP024745.1_cluster_21	GCF0018244
AUAX01000018.1_cluster_1	GCF0018245
PYBV01000029.1_cluster_1	GCF0018246
CP070499.1_cluster_3	GCF0018247
SNXZ01000001.1_cluster_1	GCF0018248
BCQS01000032.1_cluster_1	GCF0018249
CP007155.1_cluster_8	GCF0018250
JACHWA010000007.1_cluster_1	GCF0018251
JACHJU010000006.1_cluster_1	GCF0018252
JAGPXM010000009.1_cluster_3	GCF0018253
VDGT01000001.1_cluster_1	GCF0018254
CP066831.1_cluster_43	GCF0018255
BEWC01000011.1_cluster_1	GCF0018256
KZ084332.1_cluster_1	GCF0018257
BMWA01000053.1_cluster_1	GCF0018258
JNYE01000083.1_cluster_1	GCF0018259
FOHX01000002.1_cluster_1	GCF0018260
ANBG01000371.1_cluster_1	GCF0018261
LIPG01000004.1_cluster_10	GCF0018262
JAESIF010000121.1_cluster_1	GCF0018263
BNBY01000029.1_cluster_1	GCF0018264
CP073318.1_cluster_33	GCF0018265
JAFAZC010000170.1_cluster_1	GCF0018266
WVUH01000039.1_cluster_1	GCF0018267
SMKJ01000003.1_cluster_1	GCF0018268
PYGA01000049.1_cluster_1	GCF0018269
JACHJB010000004.1_cluster_3	GCF0018270
LJCW01000370.1_cluster_1	GCF0018271
JNXC01000008.1_cluster_6	GCF0018272
ANAX01000304.1_cluster_1	GCF0018273
VKHS01000062.1_cluster_1	GCF0018274
SMKN01000200.1_cluster_1	GCF0018275
LIVZ01000002.1_cluster_6	GCF0018276
RBXO01000001.1_cluster_15	GCF0018277
ABYX02000001.1_cluster_33	GCF0018278
BGC0000078	GCF0018279
JAFLRJ010000369.1_cluster_1	GCF0018280
CP002299.1_cluster_17	GCF0018281
JADCTK010000001.1_cluster_3	GCF0018282
LGDV01000243.1_cluster_1	GCF0018283
JOCX01000012.1_cluster_2	GCF0018284
JNZO01000044.1_cluster_1	GCF0018285
LR732689.1_cluster_1	GCF0018286
CT573213.2_cluster_17	GCF0018287
PTIX01000001.1_cluster_6	GCF0018288
LGEE01000286.1_cluster_1	GCF0018289
GG753626.1_cluster_25	GCF0018290
WVUI01000057.1_cluster_1	GCF0018291
BAGG01000214.1_cluster_1	GCF0018292
FZOR01000040.1_cluster_1	GCF0018293
CP005929.1_cluster_9	GCF0018294
CP022685.1_cluster_19	GCF0018295
BGC0001004	GCF0018296
RBXO01000001.1_cluster_10	GCF0018297
PVTF01000015.1_cluster_2	GCF0018298
JODW01000038.1_cluster_1	GCF0018299
PTIX01000011.1_cluster_2	GCF0018300
LQYF01000002.1_cluster_8	GCF0018301
BNCD01000036.1_cluster_1	GCF0018302
JNXE01000068.1_cluster_1	GCF0018303
BGC0001694	GCF0018304
PKMX01000004.1_cluster_1	GCF0018305
BMSD01000030.1_cluster_1	GCF0018306
WUTW01000006.1_cluster_1	GCF0018307
VSRQ01000001.1_cluster_3	GCF0018308
BMSD01000071.1_cluster_1	GCF0018309
JOCF01000060.1_cluster_2	GCF0018310
CP002801.1_cluster_8	GCF0018311
CP011497.1_cluster_2	GCF0018312
CP034550.1_cluster_23	GCF0018313
WWIV01000039.1_cluster_1	GCF0018314
MBLM01000112.1_cluster_1	GCF0018315
BDAU01000066.1_cluster_1	GCF0018316
BOPC01000074.1_cluster_1	GCF0018317
JOCB01000102.1_cluster_1	GCF0018318
LJPA01000054.1_cluster_1	GCF0018319
BGC0000036	GCF0018320
BMUE01000032.1_cluster_1	GCF0018321
QOIN01000067.1_cluster_1	GCF0018322
JAGGOS010000014.1_cluster_1	GCF0018323
SZQA01000060.1_cluster_1	GCF0018324
LLZG01000374.1_cluster_1	GCF0018325
KB891214.1_cluster_2	GCF0018326
JAFFSX010000027.1_cluster_1	GCF0018327
LIQU01000148.1_cluster_1	GCF0018328
RQIV01000014.1_cluster_1	GCF0018329
VCKX01000337.1_cluster_1	GCF0018330
MOMC01000100.1_cluster_1	GCF0018331
AXWW01000024.1_cluster_1	GCF0018332
LGEG01000251.1_cluster_1	GCF0018333
BEVZ01000002.1_cluster_13	GCF0018334
JACHIU010000001.1_cluster_22	GCF0018335
RDBK01000093.1_cluster_1	GCF0018336
BGC0001580	GCF0018337
CP054929.1_cluster_34	GCF0018338
JACHIV010000001.1_cluster_18	GCF0018339
VOBR01000031.1_cluster_1	GCF0018340
CP032052.1_cluster_45	GCF0018341
CP077658.1_cluster_4	GCF0018342
JACYXC010000001.1_cluster_42	GCF0018343
SSBQ01000002.1_cluster_28	GCF0018344
LFXA01000013.1_cluster_5	GCF0018345
JOGK01000007.1_cluster_1	GCF0018346
KL997447.1_cluster_2	GCF0018347
NISY01000005.1_cluster_1	GCF0018348
CP022961.1_cluster_18	GCF0018349
PVZC01000001.1_cluster_1	GCF0018350
BJHZ01000002.1_cluster_1	GCF0018351
NCTE01000310.1_cluster_1	GCF0018352
LZNS01000001.1_cluster_36	GCF0018353
BGC0000097	GCF0018354
RBDY01000015.1_cluster_1	GCF0018355
RIBZ01000809.1_cluster_1	GCF0018356
KI911450.1_cluster_3	GCF0018357
JOFK01000085.1_cluster_1	GCF0018358
JACHDS010000001.1_cluster_1	GCF0018359
JACCCC010000001.1_cluster_11	GCF0018360
VFQC01000001.1_cluster_4	GCF0018361
ANBG01000202.1_cluster_1	GCF0018362
BMMK01000007.1_cluster_2	GCF0018363
JADBGI010000017.1_cluster_1	GCF0018364
ANAY01000014.1_cluster_1	GCF0018365
CP036455.1_cluster_7	GCF0018366
RBKY01000001.1_cluster_20	GCF0018367
JACCFS010000001.1_cluster_4	GCF0018368
AZXF01000014.1_cluster_1	GCF0018369
MCOK01000001.1_cluster_1	GCF0018370
JADBDY010000001.1_cluster_14	GCF0018371
JACHDB010000002.1_cluster_3	GCF0018372
CP002040.1_cluster_2	GCF0018373
CP003788.1_cluster_15	GCF0018374
BCRK01000104.1_cluster_1	GCF0018375
FQZK01000002.1_cluster_1	GCF0018376
JAHRXH010000017.1_cluster_1	GCF0018377
ANBA01000017.1_cluster_1	GCF0018378
JACHJT010000001.1_cluster_2	GCF0018379
ANBH01000118.1_cluster_1	GCF0018380
JACHDS010000001.1_cluster_14	GCF0018381
LT699767.1_cluster_13	GCF0018382
JADGHD010000296.1_cluster_1	GCF0018383
ML703348.1_cluster_1	GCF0018384
VCHX02000320.1_cluster_3	GCF0018385
RCAA01000050.1_cluster_1	GCF0018386
LMIB01000015.1_cluster_2	GCF0018387
CP000492.1_cluster_2	GCF0018388
LACA01000027.1_cluster_1	GCF0018389
LRHV01000028.1_cluster_1	GCF0018390
FWMV01000010.1_cluster_1	GCF0018391
WHOY01000004.1_cluster_1	GCF0018392
LKLB02000097.1_cluster_1	GCF0018393
AP018257.1_cluster_1	GCF0018394
WHTD01000006.1_cluster_1	GCF0018395
CP003876.1_cluster_52	GCF0018396
BDBT01000004.1_cluster_1	GCF0018397
JACHMO010000001.1_cluster_24	GCF0018398
SPBA01000096.1_cluster_1	GCF0018399
JAERRF010000006.1_cluster_4	GCF0018400
WSRO01000002.1_cluster_24	GCF0018401
SRID01000025.1_cluster_1	GCF0018402
LNSV01000094.1_cluster_1	GCF0018403
